Zona;Contrato;Uso;Direccion Suministro;Contador;Diametro;F.Instalacion;Marca;Emplazamiento;Edad
"	Z026";267246;DOMÉSTICO;C/ONIL, Nº, 9 -3;42163;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";10119145;DOMÉSTICO;C/ONIL, Nº 1, Plt 2º, DH;42127;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";59219;DOMÉSTICO;C/ONIL, Nº 1, Plt 3º, IZ;42160;15;01/07/2023;Sin Determinar;Sin determinar;1
"	Z026";267072;DOMÉSTICO;C/ONIL, Nº 1, Plt BAJO, -CP-;42164;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274667;DOMÉSTICO;C/ONIL, Nº 5, Plt 1º;42172;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";59211;DOMÉSTICO;C/ONIL, Nº 6, Plt 1º;43424;15;01/07/2023;Sin Determinar;Sin determinar;1
"	Z026";267825;DOMÉSTICO;C/ONIL, Nº 7, -CP-;42013;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";267908;INDUSTRIAL;C/ONIL, Nº 9, LOCAL 1;42061;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";3022698;COMERCIAL;C/ONIL, Nº 9, BAJO;42159;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";9076716;DOMÉSTICO;C/PADRE ARNAU, Nº, 2;42035;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";9756090;DOMÉSTICO;C/PADRE ARNAU, Nº, 23 -1;41906;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";268371;DOMÉSTICO;C/PADRE ARNAU, Nº, 23 -2;41907;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";268367;DOMÉSTICO;C/PADRE ARNAU, Nº, 25 -1;43005;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";275197;DOMÉSTICO;C/PADRE ARNAU, Nº, 5 -1;42050;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274986;DOMÉSTICO;C/PADRE ARNAU, Nº, 5 -1 D;42060;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275583;DOMÉSTICO;C/PADRE ARNAU, Nº, 5 -2 D;42047;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";267603;DOMÉSTICO;C/PADRE ARNAU, Nº, 5 -2 DA;42051;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274443;DOMÉSTICO;C/PADRE ARNAU, Nº, 5 -3 IZ;42052;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274427;DOMÉSTICO;C/PADRE ARNAU, Nº 1, -CP-;43270;15;31/03/2021;Sin Determinar;Sin determinar;3
"	Z026";274433;DOMÉSTICO;C/PADRE ARNAU, Nº 1, Plt 1º, A;41902;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";59117;DOMÉSTICO;C/PADRE ARNAU, Nº 1, Plt 1º, B;41898;15;01/01/2022;Sin Determinar;Sin determinar;2
"	Z026";268628;DOMÉSTICO;C/PADRE ARNAU, Nº 1, Plt 2º, A;41897;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274430;DOMÉSTICO;C/PADRE ARNAU, Nº 1, Plt 2º, B;41896;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274435;DOMÉSTICO;C/PADRE ARNAU, Nº 1, Plt 3º, A;41900;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274431;DOMÉSTICO;C/PADRE ARNAU, Nº 1, Plt 3º, B;41895;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274436;DOMÉSTICO;C/PADRE ARNAU, Nº 1, Plt 4º, A;41899;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274432;DOMÉSTICO;C/PADRE ARNAU, Nº 1, Plt 4º, B;41903;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";267451;DOMÉSTICO;C/PADRE ARNAU, Nº 1, Plt BAJO, DH;41904;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274428;INDUSTRIAL;C/PADRE ARNAU, Nº 1, Plt BAJO, IZ;41901;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274468;DOMÉSTICO;C/PADRE ARNAU, Nº 10, Plt 1º, DH;42077;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274472;DOMÉSTICO;C/PADRE ARNAU, Nº 10, Plt 1º, IZ;42075;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";59088;DOMÉSTICO;C/PADRE ARNAU, Nº 10, Plt 2º, DH;42069;15;01/10/2021;Sin Determinar;Sin determinar;3
"	Z026";274473;DOMÉSTICO;C/PADRE ARNAU, Nº 10, Plt 2º, IZ;42070;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";267154;DOMÉSTICO;C/PADRE ARNAU, Nº 10, Plt 3º, DH;42074;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274474;DOMÉSTICO;C/PADRE ARNAU, Nº 10, Plt 3º, IZ;42071;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274467;INDUSTRIAL;C/PADRE ARNAU, Nº 10, Plt BAJO;42072;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274471;DOMÉSTICO;C/PADRE ARNAU, Nº 10, Plt BAJO, BIS;42076;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";8623767;COMERCIAL;C/PADRE ARNAU, Nº 11, LOCAL;42153;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";59286;DOMÉSTICO;C/PADRE ARNAU, Nº 11, Plt 1º, IZ;42149;15;04/03/2024;Sin Determinar;Sin determinar;0
"	Z026";274475;DOMÉSTICO;C/PADRE ARNAU, Nº 11, Plt 2º, DH;42151;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274476;DOMÉSTICO;C/PADRE ARNAU, Nº 11, Plt 2º, IZ;42156;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";9524159;DOMÉSTICO;C/PADRE ARNAU, Nº 11, Plt 3º, DH;42148;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274477;DOMÉSTICO;C/PADRE ARNAU, Nº 11, Plt 3º, IZ;42150;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274480;DOMÉSTICO;C/PADRE ARNAU, Nº 11, Plt 4º, DH;42152;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274478;DOMÉSTICO;C/PADRE ARNAU, Nº 11, Plt 4º, IZ;42154;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";10024151;DOMÉSTICO;C/PADRE ARNAU, Nº 12, -CP-;13;13;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";10024151;DOMÉSTICO;C/PADRE ARNAU, Nº 12, -CP-;43202;15;09/03/2021;Sin Determinar;Sin determinar;3
"	Z026";8832685;DOMÉSTICO;C/PADRE ARNAU, Nº 12, Plt 1º, B;41973;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275278;DOMÉSTICO;C/PADRE ARNAU, Nº 12, Plt 1º, C;41972;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275433;DOMÉSTICO;C/PADRE ARNAU, Nº 12, Plt 2º, B;41920;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275241;DOMÉSTICO;C/PADRE ARNAU, Nº 12, Plt 2º, C;41976;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275239;DOMÉSTICO;C/PADRE ARNAU, Nº 12, Plt 3º, C;41974;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";59143;DOMÉSTICO;C/PADRE ARNAU, Nº 12, Plt 3º, D;41925;15;11/07/2022;Sin Determinar;Sin determinar;2
"	Z026";8638491;DOMÉSTICO;C/PADRE ARNAU, Nº 12, Plt 4º, B;41926;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275237;DOMÉSTICO;C/PADRE ARNAU, Nº 12, Plt 4º, C;41979;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275512;INDUSTRIAL;C/PADRE ARNAU, Nº 12, Plt BAJO, A;41978;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";59160;INDUSTRIAL;C/PADRE ARNAU, Nº 12, Plt BAJO, B;42125;15;01/10/2022;Sin Determinar;Sin determinar;2
"	Z026";275191;DOMÉSTICO;C/PADRE ARNAU, Nº 14, -CP-;42118;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275246;DOMÉSTICO;C/PADRE ARNAU, Nº 14, Plt 1º, A;41929;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275247;DOMÉSTICO;C/PADRE ARNAU, Nº 14, Plt 1º, B;41924;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275253;DOMÉSTICO;C/PADRE ARNAU, Nº 14, Plt 2º, A;41934;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275533;DOMÉSTICO;C/PADRE ARNAU, Nº 14, Plt 2º, B;41928;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275280;DOMÉSTICO;C/PADRE ARNAU, Nº 14, Plt 3º, A;41939;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275244;DOMÉSTICO;C/PADRE ARNAU, Nº 14, Plt 3º, B;41923;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275245;DOMÉSTICO;C/PADRE ARNAU, Nº 14, Plt 4º, A;42124;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275248;DOMÉSTICO;C/PADRE ARNAU, Nº 14, Plt 4º, B;42123;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";59155;DOMÉSTICO;C/PADRE ARNAU, Nº 14, Plt BAJO, 4;41922;15;01/10/2022;Sin Determinar;Sin determinar;2
"	Z026";275242;DOMÉSTICO;C/PADRE ARNAU, Nº 14, Plt BAJO, 5;42119;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275399;INDUSTRIAL;C/PADRE ARNAU, Nº 14, Plt BAJO, C;41927;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";266960;DOMÉSTICO;C/PADRE ARNAU, Nº 16, Plt 2º;41969;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";267231;DOMÉSTICO;C/PADRE ARNAU, Nº 18, -CP-;41912;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275458;DOMÉSTICO;C/PADRE ARNAU, Nº 18, Plt 1º, A;41910;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275614;DOMÉSTICO;C/PADRE ARNAU, Nº 18, Plt 1º, B;41917;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275566;DOMÉSTICO;C/PADRE ARNAU, Nº 18, Plt 1º, C;41905;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275546;DOMÉSTICO;C/PADRE ARNAU, Nº 18, Plt 2º, A;41913;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275457;DOMÉSTICO;C/PADRE ARNAU, Nº 18, Plt 2º, B;42003;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";3042213;DOMÉSTICO;C/PADRE ARNAU, Nº 18, Plt 2º, C;41918;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275590;DOMÉSTICO;C/PADRE ARNAU, Nº 18, Plt 3º, A;41908;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275456;DOMÉSTICO;C/PADRE ARNAU, Nº 18, Plt 3º, B;42004;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";267365;DOMÉSTICO;C/PADRE ARNAU, Nº 18, Plt 3º, C;41916;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275572;DOMÉSTICO;C/PADRE ARNAU, Nº 18, Plt 4º, A;41909;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275578;DOMÉSTICO;C/PADRE ARNAU, Nº 18, Plt 4º, B;41919;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";268029;DOMÉSTICO;C/PADRE ARNAU, Nº 18, Plt 4º, C;42002;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275467;DOMÉSTICO;C/PADRE ARNAU, Nº 18, Plt BAJO, -CP-;42005;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275459;INDUSTRIAL;C/PADRE ARNAU, Nº 18, Plt BAJO, A;41915;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";268086;INDUSTRIAL;C/PADRE ARNAU, Nº 18, Plt BAJO, B;42011;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";10087285;COMERCIAL;C/PADRE ARNAU, Nº 18, Plt BAJO, C;41914;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";59043;SERV. CONTRAINCENDIOS;C/PADRE ARNAU, Nº 23, GARAJE INC.;43233;65;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";58925;DOMÉSTICO;C/PADRE ARNAU, Nº 25, Plt 3º;40445;15;31/07/2019;Sin Determinar;Sin determinar;5
"	Z026";274441;DOMÉSTICO;C/PADRE ARNAU, Nº 3, Plt 1º, DH;41812;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274437;DOMÉSTICO;C/PADRE ARNAU, Nº 3, Plt 1º, IZ;41806;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274442;DOMÉSTICO;C/PADRE ARNAU, Nº 3, Plt 2º, DH;41808;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274438;DOMÉSTICO;C/PADRE ARNAU, Nº 3, Plt 2º, IZ;41814;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275083;DOMÉSTICO;C/PADRE ARNAU, Nº 3, Plt 3º, DH;41810;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274439;DOMÉSTICO;C/PADRE ARNAU, Nº 3, Plt 3º, IZ;41809;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275063;DOMÉSTICO;C/PADRE ARNAU, Nº 3, Plt 4º, DH;41811;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274440;DOMÉSTICO;C/PADRE ARNAU, Nº 3, Plt 4º, IZ;41805;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274340;DOMÉSTICO;C/PADRE ARNAU, Nº 3, Plt BAJO, DH;41813;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275085;DOMÉSTICO;C/PADRE ARNAU, Nº 3, Plt BAJO, IZ;41807;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275182;DOMÉSTICO;C/PADRE ARNAU, Nº 5, -CP-;42049;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";268939;SERV. CONTRAINCENDIOS;C/PADRE ARNAU, Nº 5, B.INC.;1489;80;30/04/2019;Sin Determinar;Sin determinar;5
"	Z026";266989;DOMÉSTICO;C/PADRE ARNAU, Nº 5, Plt 1º, DH;42025;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275096;DOMÉSTICO;C/PADRE ARNAU, Nº 5, Plt 2º, IZ;42054;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275639;DOMÉSTICO;C/PADRE ARNAU, Nº 5, Plt 3º, DH;42048;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275103;DOMÉSTICO;C/PADRE ARNAU, Nº 5, Plt 3º, I;42056;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";268938;INDUSTRIAL;C/PADRE ARNAU, Nº 5, Plt BAJO, DH;42058;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274455;DOMÉSTICO;C/PADRE ARNAU, Nº 6, Plt 1º, DH;41940;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";9793596;DOMÉSTICO;C/PADRE ARNAU, Nº 6, Plt 1º, IZ;41947;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";267636;DOMÉSTICO;C/PADRE ARNAU, Nº 6, Plt 2º, DH;41946;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";59137;DOMÉSTICO;C/PADRE ARNAU, Nº 6, Plt 2º, IZ;41942;15;01/07/2022;Sin Determinar;Sin determinar;2
"	Z026";274454;DOMÉSTICO;C/PADRE ARNAU, Nº 6, Plt 3º, DH;41941;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";268293;DOMÉSTICO;C/PADRE ARNAU, Nº 6, Plt 3º, IZ;41948;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274460;DOMÉSTICO;C/PADRE ARNAU, Nº 6, Plt BAJO, DH;41943;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274456;DOMÉSTICO;C/PADRE ARNAU, Nº 6, Plt BAJO, IZ;41945;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275155;DOMÉSTICO;C/PADRE ARNAU, Nº 7, -CP-;42057;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274445;DOMÉSTICO;C/PADRE ARNAU, Nº 7, Plt 1º, DH;42055;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";268922;DOMÉSTICO;C/PADRE ARNAU, Nº 7, Plt 1º, IZ;42059;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275591;DOMÉSTICO;C/PADRE ARNAU, Nº 7, Plt 2º, DH;42065;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";8904924;DOMÉSTICO;C/PADRE ARNAU, Nº 7, Plt 2º, IZ;42063;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274446;DOMÉSTICO;C/PADRE ARNAU, Nº 7, Plt 3º, DH;42064;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274447;DOMÉSTICO;C/PADRE ARNAU, Nº 7, Plt 3º, IZ;42066;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275581;INDUSTRIAL;C/PADRE ARNAU, Nº 7, Plt BAJO;41971;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274462;DOMÉSTICO;C/PADRE ARNAU, Nº 8, Plt 1º, DH;43201;15;09/03/2021;Sin Determinar;Sin determinar;3
"	Z026";274465;DOMÉSTICO;C/PADRE ARNAU, Nº 8, Plt 1º, IZ;42176;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275760;DOMÉSTICO;C/PADRE ARNAU, Nº 8, Plt 2º, DH;42171;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275328;DOMÉSTICO;C/PADRE ARNAU, Nº 8, Plt 2º, IZ;42147;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";267937;DOMÉSTICO;C/PADRE ARNAU, Nº 8, Plt 3º, DH;42073;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274463;DOMÉSTICO;C/PADRE ARNAU, Nº 8, Plt 3º, IZ;42174;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274466;DOMÉSTICO;C/PADRE ARNAU, Nº 8, Plt BAJO, DH;42175;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";267858;DOMÉSTICO;C/PADRE ARNAU, Nº 8, Plt BAJO, IZ;42078;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";59030;DOMÉSTICO;C/PADRE ARNAU, Nº 9, -CP-;42062;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";9922256;DOMÉSTICO;C/PADRE ARNAU, Nº 9, Plt 1º, DH;41977;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274453;DOMÉSTICO;C/PADRE ARNAU, Nº 9, Plt 1º, IZ;41949;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274444;DOMÉSTICO;C/PADRE ARNAU, Nº 9, Plt 2º, DH;41944;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274451;DOMÉSTICO;C/PADRE ARNAU, Nº 9, Plt 2º, IZ;41975;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274449;DOMÉSTICO;C/PADRE ARNAU, Nº 9, Plt 3º, DH;42053;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274450;DOMÉSTICO;C/PADRE ARNAU, Nº 9, Plt 3º, IZ;41970;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274363;DOMÉSTICO;C/PERINO, Nº, 1 -4 I;42329;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274367;DOMÉSTICO;C/PERINO, Nº, 1 -BJ D;42289;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";267314;DOMÉSTICO;C/PERINO, Nº, 2 -1 D;42397;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274376;DOMÉSTICO;C/PERINO, Nº, 2 -1 I;42398;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274373;DOMÉSTICO;C/PERINO, Nº, 2 -BJ D;42404;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";9794808;DOMÉSTICO;C/PERINO, Nº, 3 -1 D;43116;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";274357;DOMÉSTICO;C/PERINO, Nº, 3 -1 I;43115;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";274353;DOMÉSTICO;C/PERINO, Nº, 3 -2 D;43101;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";8787428;DOMÉSTICO;C/PERINO, Nº, 3 -3 D;43112;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";9839293;DOMÉSTICO;C/PERINO, Nº, 3 -BJ D;43105;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";59284;DOMÉSTICO;C/PERINO, Nº, 3 -BJ I;43094;15;01/03/2024;Sin Determinar;Sin determinar;0
"	Z026";274372;DOMÉSTICO;C/PERINO, Nº, 4 -2 I;42400;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";267305;DOMÉSTICO;C/PERINO, Nº, 4 -BJ D;42401;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";268759;DOMÉSTICO;C/PERINO, Nº, 4 -BJ I;42319;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";268265;DOMÉSTICO;C/PERINO, Nº, 5 -1 I;42322;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";9964770;DOMÉSTICO;C/PERINO, Nº, 5 -2 I;42318;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274348;DOMÉSTICO;C/PERINO, Nº, 5 -3 I;42323;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";268199;DOMÉSTICO;C/PERINO, Nº, 5 -BJ I;42320;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";9859921;DOMÉSTICO;C/PERINO, Nº 1, Plt 1º, D;42334;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";267201;DOMÉSTICO;C/PERINO, Nº 1, Plt 1º, IZ;42326;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";59003;DOMÉSTICO;C/PERINO, Nº 1, Plt 2º, D;42327;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274365;DOMÉSTICO;C/PERINO, Nº 1, Plt 2º, I;42331;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274362;DOMÉSTICO;C/PERINO, Nº 1, Plt 3º, DH;42330;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274364;DOMÉSTICO;C/PERINO, Nº 1, Plt 3º, IZ;42328;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275342;DOMÉSTICO;C/PERINO, Nº 1, Plt 4º, D;42325;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";9846777;DOMÉSTICO;C/PERINO, Nº 1, Plt BAJO, I;42332;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274377;DOMÉSTICO;C/PERINO, Nº 2, Plt 2º, D;42403;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";10010868;DOMÉSTICO;C/PERINO, Nº 2, Plt 2º, IZ;42402;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274374;DOMÉSTICO;C/PERINO, Nº 2, Plt BAJO, IZ;42399;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274356;DOMÉSTICO;C/PERINO, Nº 3, Plt 2º, IZ;43110;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";267994;DOMÉSTICO;C/PERINO, Nº 3, Plt 3º, IZ;43111;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";274370;DOMÉSTICO;C/PERINO, Nº 4, Plt 1º, D;42669;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";58957;DOMÉSTICO;C/PERINO, Nº 4, Plt 1º, I;42324;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";3020441;DOMÉSTICO;C/PERINO, Nº 5, Plt 03, DH;42321;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";59092;DOMÉSTICO;C/PERINO, Nº 5, Plt 1º, IZ;42315;15;19/10/2021;Sin Determinar;Sin determinar;3
"	Z026";274346;DOMÉSTICO;C/PERINO, Nº 5, Plt 2º, D;42316;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";268474;DOMÉSTICO;C/PERINO, Nº 5, Plt BAJO, D;42317;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";267668;DOMÉSTICO;C/SAN CRISTOBAL, Nº 1;41774;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";268686;DOMÉSTICO;C/SAN CRISTOBAL, Nº 10, -CP-;42288;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274486;DOMÉSTICO;C/SAN CRISTOBAL, Nº 10, Plt 1º, DH;42264;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275441;DOMÉSTICO;C/SAN CRISTOBAL, Nº 10, Plt 1º, IZ;42266;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274487;DOMÉSTICO;C/SAN CRISTOBAL, Nº 10, Plt 2º, DH;42269;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274485;DOMÉSTICO;C/SAN CRISTOBAL, Nº 10, Plt 2º, IZ;42263;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274488;DOMÉSTICO;C/SAN CRISTOBAL, Nº 10, Plt 3º, DH;42271;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274484;DOMÉSTICO;C/SAN CRISTOBAL, Nº 10, Plt 3º, IZ;42270;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274489;DOMÉSTICO;C/SAN CRISTOBAL, Nº 10, Plt 4º, DH;42272;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";59238;DOMÉSTICO;C/SAN CRISTOBAL, Nº 10, Plt 4º, IZ;42265;15;01/10/2023;Sin Determinar;Sin determinar;1
"	Z026";268023;INDUSTRIAL;C/SAN CRISTOBAL, Nº 10, Plt BAJO, DH;42267;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275109;DOMÉSTICO;C/SAN CRISTOBAL, Nº 10, Plt BAJO, IZ;42268;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275631;DOMÉSTICO;C/SAN CRISTOBAL, Nº 11, Plt 1º, DH;42115;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";268503;DOMÉSTICO;C/SAN CRISTOBAL, Nº 11, Plt 1º, IZ;42105;15;01/10/2020;Sin Determinar;Sin determinar;4
